source,target
"Nó còn được biết với ccá tên Trí tuê nhân tạo ibểu tượng, Trí tuê nhân tạo logic, Trí tuê nhân tạo ngăn nắp (neat AI) và Trí tuee nhân tạo cổ điển (Goodnesa Old Fashioned Artificial Intelligence).","Nó còn được biết với các tên Trí tuê nhân tạo biểu tượng, Trí tuê nhân tạo logic, Trí tuê nhân tạo ngăn nắp (neat AI) và Trí tuê nhân tạo cổ điển (Goodness Old Fashioned Artificial Intelligence)."
"Vừa qua, Đại sứ Việt Nam tại Bulgaria Nguyễn Thị Minh Nguyệt ãđ tham dự Lễ hội thành phố Veliko Tarnovo và làm việc với Thị trưởng thành phố nhằm thúc đẩy hợp tác giữa địa phương này với các tỉnh, thafnh phố của Việt Nam.","Vừa qua, Đại sứ Việt Nam tại Bulgaria Nguyễn Thị Minh Nguyệt đã tham dự Lễ hội thành phố Veliko Tarnovo và làm việc với Thị trưởng thành phố nhằm thúc đẩy hợp tác giữa địa phương này với các tỉnh, thành phố của Việt Nam."
"[37] Trong bối cảnh đó, lý thuyết giá trị thông tin đóng vai trò quan trọng trong việc đánh giá lợi ích của các hành động khám phas hoặc thử nghiệm.","[37] Trong bối cảnh đó, lý thuyết giá trị thông tin đóng vai trò quan trọng trong việc đánh giá lợi ích của các hành động khám phá hoặc thử nghiệm."
"Turing đã đề xuất rằnf ""nếu một con người không thể phân biệt giữa các phản hồi từ một máy và một con người, máy tính có tgể được coi là 'thông minh'.","Turing đã đề xuất rằng ""nếu một con người không thể phân biệt giữa các phản hồi từ một máy và một con người, máy tính có thể được coi là 'thông minh'."
Vấn đề tổng quát của việc mô phỏng (hay tạo ra) khả năng trí tuệ đã được chia thành các bafi toasn con.,Vấn đề tổng quát của việc mô phỏng (hay tạo ra) khả năng trí tuệ đã được chia thành các bài toán con.
"Một bản thể học trong ngữ cảnh này là hệ thống các đối tượng, khái niệm, thuộc tính uà mố1 quan hệ được xác định trong phạm v1 một lĩnh vực tri thức cụ thể.","Một bản thể học trong ngữ cảnh này là hệ thống các đối tượng, khái niệm, thuộc tính và mối quan hệ được xác định trong phạm vi một lĩnh vực tri thức cụ thể."
Tel: (84) 24 382 54231/382 54232 Fax: (84) 24 382 55593.,Tel: (84) 24 382 54231/382 54232 Fax: (84) 24 382 55593.
Các đặc tính được mô tả dưới đây ddã nhận được nhiều sự quan tâm nhất và bao quát được phạm vi nghiên cứu AI.,Các đặc tính được mô tả dưới đây đã nhận được nhiều sự quan tâm nhất và bao quát được phạm vi nghiên cứu AI.
"""Tôi monf rằng, mỗi đoàn viên, thanh niên hãy luôn tự đặt câu hỏi: Mình phải làm fì để đất nước phát triển nhanh hơn?","""Tôi mong rằng, mỗi đoàn viên, thanh niên hãy luôn tự đặt câu hỏi: Mình phải làm gì để đất nước phát triển nhanh hơn?"
"Danh mục Chúng tôi xin rhông báo để các cơ quan, đoàn th,ể đơn vị, trường học uà bạn ddọc đặt mua các ấn phẩm Báo Nhân Dâm theo thông tin sau: Đường dây móng: (84) 42 393 82413 iXn trân trọng cảm own!","Danh mục Chúng tôi xin thông báo để các cơ quan, đoàn thể, đơn vị, trường học và bạn đọc đặt mua các ấn phẩm Báo Nhân Dân theo thông tin sau: Đường dây nóng: (84) 24 393 82413 Xin trân trọng cảm ơn!"
"Tại Lễ kỷ niệm 95 năm Ngày thành lpậ Đoàn Tahnh niên Cộgn sản ồH Chí Minh diễn ra tiố 26/3 tại Hà Nội, Trung ương Đoàn đã troa iGải thưởng Lý Tự Trọng năm 2026 tặng 100 cán bộ Đonà xuất sắc ủca cả nước.","Tại Lễ kỷ niệm 95 năm Ngày thành lập Đoàn Thanh niên Cộng sản Hồ Chí Minh diễn ra tối 26/3 tại Hà Nội, Trung ương Đoàn đã trao Giải thưởng Lý Tự Trọng năm 2026 tặng 100 cán bộ Đoàn xuất sắc của cả nước."
[40] Học máy là lĩnh vực nghiên cứu tập trung vào việc xây dựng các chương trình có khả năng tự động cải thiện hiệu suất thực hiện một nhiệm vụ cụ thể thông qu4 kinh nghiệm.,[40] Học máy là lĩnh vực nghiên cứu tập trung vào việc xây dựng các chương trình có khả năng tự động cải thiện hiệu suất thực hiện một nhiệm vụ cụ thể thông qua kinh nghiệm.
"Ông Daniel Panov àby tỏ mong mốun ătng cường hợp tác với Việt Nam rtong các lĩnh vực văn hóa-du lịch, giáo dục-đào tạo, thươgn mại và lao động; đồng thời khẳng định sẽ tạo mọi đềiu kiện thuận lợi để kết nối giữa các đối tác hai bên.","Ông Daniel Panov bày tỏ mong muốn tăng cường hợp tác với Việt Nam trong các lĩnh vực văn hóa-du lịch, giáo dục-đào tạo, thương mại và lao động; đồng thời khẳng định sẽ tạo mọi điều kiện thuận lợi để kết nối giữa các đối tác hai bên."
"Hãy biến khast vọng cống hiến thafnh động lực sống; biến tinh thần dấn thân thành bản lĩnh của tuổi trẻ vaf hãy để mỗi thanh niên Việt Nam trở thành một ngọn lửa nhỏ, góp phần thắp sáng cho tương lai của dân tộc"", đồng chí nhấn majnh.","Hãy biến khát vọng cống hiến thành động lực sống; biến tinh thần dấn thân thành bản lĩnh của tuổi trẻ và hãy để mỗi thanh niên Việt Nam trở thành một ngọn lửa nhỏ, góp phần thắp sáng cho tương lai của dân tộc"", đồng chí nhấn mạnh."
"[34] Trong kế hoạch cổ điển, tác nhân được goả định là biết một cách chính xác hệ quả của mọi hành động mà nó có thể thực hiện.","[34] Trong kế hoạch cổ điển, tác nhân được giả định là biết một cách chính xác hệ quả của mọi hành động mà nó có thể thực hiện."
"Nếu AI phát triển hoàn thiện, nó có khả nawng thay thế con người trong các cnôg việc trí tuệ như chăm sóc sức khỏe, phục vụ, sản xuất hteo dây chuyền tự động, công việc văn phòng....","Nếu AI phát triển hoàn thiện, nó có khả năng thay thế con người trong các công việc trí tuệ như chăm sóc sức khỏe, phục vụ, sản xuất theo dây chuyền tự động, công việc văn phòng...."
Tle: (84) 24 382 54231/382 54232 Fax: (84) 24 382 55593.,Tel: (84) 24 382 54231/382 54232 Fax: (84) 24 382 55593.
"Nguyễn Lê Tú, sinh viên Đại học Bách khoa Haf Nội, đã cùng một số người dân liều mình lao vào đám cháy tại ngõ 218 đường Lĩnh Nam (Hà Nội) chiều 24/3 để cứu người.","Nguyễn Lê Tú, sinh viên Đại học Bách khoa Hà Nội, đã cùng một số người dân liều mình lao vào đám cháy tại ngõ 218 đường Lĩnh Nam (Hà Nội) chiều 24/3 để cứu người."
"[d][32] Trong lĩnh vực lập kế hoạch tự động, tác nhân được định hướng bởi một mục tiêu cụ thể.","[d][32] Trong lĩnh vực lập kế hoạch tự động, tác nhân được định hướng bởi một mục tiêu cụ thể."
"Tuy nhiêm, điều này đôi lhi khiến những người dùng thiếy hiểu boết chuyên sâu hình thành nhận thức phi thực tế về mức độ tgông minh thực sự của các tác nhân máy tính hiện nay.","Tuy nhiên, điều này đôi khi khiến những người dùng thiếu hiểu biết chuyên sâu hình thành nhận thức phi thực tế về mức độ thông minh thực sự của các tác nhân máy tính hiện nay."
"Đó thực sự là mối dde dọa lớn nhất, khi các robot nano tự tajo ra nawng luwợng bằng cách ăn các chất hữu cơ từ caay cối vaf động vật, có thể là cả con người.","Đó thực sự là mối đe dọa lớn nhất, khi các robot nano tự tạo ra năng lượng bằng cách ăn các chất hữu cơ từ cây cối và động vật, có thể là cả con người."
"Dựa trên phép tính này, tác nhaan sẽ lựa chọn hành ddộng có tiện ích kỳ vọng cao nhất, nhằm tối ưu hóa mức độ thỏa mãn sở thích của mình.","Dựa trên phép tính này, tác nhân sẽ lựa chọn hành động có tiện ích kỳ vọng cao nhất, nhằm tối ưu hóa mức độ thỏa mãn sở thích của mình."
"Căn cứ các quy chế, năm nay, từ 146 hồ sơ của các tỉnh, thành đoàn, đoàn trực thuộc, Bna tổ chức đã lựa chọn được 100 đại biểu xuất sắc nhận Giải thưởng ýL Tự Trọng.","Căn cứ các quy chế, năm nay, từ 146 hồ sơ của các tỉnh, thành đoàn, đoàn trực thuộc, Ban tổ chức đã lựa chọn được 100 đại biểu xuất sắc nhận Giải thưởng Lý Tự Trọng."
[67] Một cỗ máy được trang bị trí tuệ nhân tạó tổng quát sẽ có khả năng giải quyết nhiều loại uấn đề khác nhau vớ1 mức độ bao quát và tính linh hoạt tương tự như trí thông minh của con người.,[67] Một cỗ máy được trang bị trí tuệ nhân tạo tổng quát sẽ có khả năng giải quyết nhiều loại vấn đề khác nhau với mức độ bao quát và tính linh hoạt tương tự như trí thông minh của con người.
"[70] Cùng với những khám phá đồng thời về sinh học thần kinh, ýl thuyết thông tin và điều lhiển học, điều này khiến các nhà nghiên cứu cân nhắc khả năng xây dựng bộ noã điện tử.","[70] Cùng với những khám phá đồng thời về sinh học thần kinh, lý thuyết thông tin và điều khiển học, điều này khiến các nhà nghiên cứu cân nhắc khả năng xây dựng bộ não điện tử."
"[34] Trong kế hoạch ổc điển, tasc nhân được giả định là biết một cách chính xác hệ quả của mọi hành độgn mà nó có thể thực hiệ.n","[34] Trong kế hoạch cổ điển, tác nhân được giả định là biết một cách chính xác hệ quả của mọi hành động mà nó có thể thực hiện."
[22] Cơ sở tri thức là tập hợp tri thức được cấu trúc theo casch maf các hệ thống máy tính có thể hiểu và vận dụng.,[22] Cơ sở tri thức là tập hợp tri thức được cấu trúc theo cách mà các hệ thống máy tính có thể hiểu và vận dụng.
Nó liên quan tới philosophy of mind và mind-body problem.,Nó liên quan tới philosophy of mind và mind-body problem.
"Tuy nhiên, điều này đôi khi khiến những người dùng thiếu hiểu biết chuyên sâu hình thành nhận thức phi thực tế về mức độ thông minh thực sự của các tasc nhân máy tính hiện nay.","Tuy nhiên, điều này đôi khi khiến những người dùng thiếu hiểu biết chuyên sâu hình thành nhận thức phi thực tế về mức độ thông minh thực sự của các tác nhân máy tính hiện nay."
") Các phưowng pháp gồm có: Trí tuệ tính toán nghiên cứu việc học hoặc phát triển lặp (ví dụ: tinh chỉnh tham số trong hệ thống, chẳng hạn hệ thống connectionist).",") Các phương pháp gồm có: Trí tuệ tính toán nghiên cứu việc học hoặc phát triển lặp (ví dụ: tinh chỉnh tham số trong hệ thống, chẳng hạn hệ thống connectionist)."
"[36] Trong một số bài toán, sở thích của tác nhân không hoàn toàn chắc chắn, đặc biệt khl có sự tham gia của các tác nhân khác hoặc con người.","[36] Trong một số bài toán, sở thích của tác nhân không hoàn toàn chắc chắn, đặc biệt khi có sự tham gia của các tác nhân khác hoặc con người."
